italy-prov
Provinces of Italy
I;IS
67040;L'Aquila (AQ)
67041;L'Aquila (AQ)
67043;L'Aquila (AQ)
67044;L'Aquila (AQ)
67045;L'Aquila (AQ)
67046;L'Aquila (AQ)
67047;L'Aquila (AQ)
67048;L'Aquila (AQ)
67049;L'Aquila (AQ)
67050;L'Aquila (AQ)
67051;L'Aquila (AQ)
67052;L'Aquila (AQ)
67053;L'Aquila (AQ)
67054;L'Aquila (AQ)
67055;L'Aquila (AQ)
67056;L'Aquila (AQ)
67057;L'Aquila (AQ)
67058;L'Aquila (AQ)
67059;L'Aquila (AQ)
67060;L'Aquila (AQ)
67061;L'Aquila (AQ)
67062;L'Aquila (AQ)
67063;L'Aquila (AQ)
67064;L'Aquila (AQ)
67066;L'Aquila (AQ)
67067;L'Aquila (AQ)
67068;L'Aquila (AQ)
67069;L'Aquila (AQ)
67100;L'Aquila (AQ)
70010;Bari (BA)
70010;Bari (BA)
70011;Bari (BA)
70013;Bari (BA)
70014;Bari (BA)
70015;Bari (BA)
70016;Bari (BA)
70017;Bari (BA)
70018;Bari (BA)
70019;Bari (BA)
70020;Bari (BA)
70020;Bari (BA)
70021;Bari (BA)
70022;Bari (BA)
70023;Bari (BA)
70024;Bari (BA)
70025;Bari (BA)
70026;Bari (BA)
70027;Bari (BA)
70028;Bari (BA)
70029;Bari (BA)
70031;Bari (BA)
70032;Bari (BA)
70033;Bari (BA)
70037;Bari (BA)
70038;Bari (BA)
70042;Bari (BA)
70043;Bari (BA)
70044;Bari (BA)
70051;Bari (BA)
70052;Bari (BA)
70053;Bari (BA)
70054;Bari (BA)
70055;Bari (BA)
70056;Bari (BA)
70058;Bari (BA)
70059;Bari (BA)
70121;Bari (BA)
70122;Bari (BA)
70123;Bari (BA)
70124;Bari (BA)
70125;Bari (BA)
70126;Bari (BA)
70127;Bari (BA)
70128;Bari (BA)
70129;Bari (BA)
70130;Bari (BA)
70131;Bari (BA)
71010;Foggia (FG)
71010;Foggia (FG)
71011;Foggia (FG)
71012;Foggia (FG)
71013;Foggia (FG)
71014;Foggia (FG)
71015;Foggia (FG)
71016;Foggia (FG)
71017;Foggia (FG)
71018;Foggia (FG)
71019;Foggia (FG)
71020;Foggia (FG)
71020;Foggia (FG)
71021;Foggia (FG)
71022;Foggia (FG)
71023;Foggia (FG)
71024;Foggia (FG)
71025;Foggia (FG)
71026;Foggia (FG)
71027;Foggia (FG)
71028;Foggia (FG)
71029;Foggia (FG)
71030;Foggia (FG)
71031;Foggia (FG)
71032;Foggia (FG)
71033;Foggia (FG)
71034;Foggia (FG)
71035;Foggia (FG)
71036;Foggia (FG)
71037;Foggia (FG)
71038;Foggia (FG)
71039;Foggia (FG)
71040;Foggia (FG)
71041;Foggia (FG)
71042;Foggia (FG)
71043;Foggia (FG)
71044;Foggia (FG)
71045;Foggia (FG)
71046;Foggia (FG)
71047;Foggia (FG)
71048;Foggia (FG)
71049;Foggia (FG)
71100;Foggia (FG)
72012;Brindisi (BR)
72013;Brindisi (BR)
72014;Brindisi (BR)
72015;Brindisi (BR)
72017;Brindisi (BR)
72018;Brindisi (BR)
72019;Brindisi (BR)
72020;Brindisi (BR)
72021;Brindisi (BR)
72022;Brindisi (BR)
72023;Brindisi (BR)
72024;Brindisi (BR)
72025;Brindisi (BR)
72026;Brindisi (BR)
72027;Brindisi (BR)
72028;Brindisi (BR)
72029;Brindisi (BR)
72100;Brindisi (BR)
73010;Lecce (LE)
73010;Lecce (LE)
73011;Lecce (LE)
73012;Lecce (LE)
73013;Lecce (LE)
73014;Lecce (LE)
73015;Lecce (LE)
73016;Lecce (LE)
73017;Lecce (LE)
73018;Lecce (LE)
73019;Lecce (LE)
73020;Lecce (LE)
73021;Lecce (LE)
73022;Lecce (LE)
73023;Lecce (LE)
73024;Lecce (LE)
73025;Lecce (LE)
73026;Lecce (LE)
73027;Lecce (LE)
73028;Lecce (LE)
73029;Lecce (LE)
73030;Lecce (LE)
73030;Lecce (LE)
73031;Lecce (LE)
73032;Lecce (LE)
73033;Lecce (LE)
73034;Lecce (LE)
73035;Lecce (LE)
73036;Lecce (LE)
73037;Lecce (LE)
73038;Lecce (LE)
73039;Lecce (LE)
73040;Lecce (LE)
73040;Lecce (LE)
73041;Lecce (LE)
73042;Lecce (LE)
73043;Lecce (LE)
73044;Lecce (LE)
73045;Lecce (LE)
73046;Lecce (LE)
73047;Lecce (LE)
73048;Lecce (LE)
73049;Lecce (LE)
73050;Lecce (LE)
73050;Lecce (LE)
73051;Lecce (LE)
73052;Lecce (LE)
73053;Lecce (LE)
73054;Lecce (LE)
73055;Lecce (LE)
73056;Lecce (LE)
73057;Lecce (LE)
73058;Lecce (LE)
73059;Lecce (LE)
73100;Lecce (LE)
74010;Taranto (TA)
74011;Taranto (TA)
74012;Taranto (TA)
74013;Taranto (TA)
74014;Taranto (TA)
74015;Taranto (TA)
74016;Taranto (TA)
74017;Taranto (TA)
74018;Taranto (TA)
74019;Taranto (TA)
74020;Taranto (TA)
74021;Taranto (TA)
74022;Taranto (TA)
74023;Taranto (TA)
74024;Taranto (TA)
74026;Taranto (TA)
74027;Taranto (TA)
74028;Taranto (TA)
74100;Taranto (TA)
75010;Matera (MT)
75011;Matera (MT)
75012;Matera (MT)
75013;Matera (MT)
75014;Matera (MT)
75015;Matera (MT)
75016;Matera (MT)
75017;Matera (MT)
75018;Matera (MT)
75019;Matera (MT)
75020;Matera (MT)
75021;Matera (MT)
75022;Matera (MT)
75023;Matera (MT)
75024;Matera (MT)
75025;Matera (MT)
75026;Matera (MT)
75027;Matera (MT)
75028;Matera (MT)
75029;Matera (MT)
75100;Matera (MT)
80010;Napoli (NA)
80011;Napoli (NA)
80012;Napoli (NA)
80013;Napoli (NA)
80014;Napoli (NA)
80016;Napoli (NA)
80017;Napoli (NA)
80018;Napoli (NA)
80019;Napoli (NA)
80020;Napoli (NA)
80021;Napoli (NA)
80022;Napoli (NA)
80023;Napoli (NA)
80024;Napoli (NA)
80025;Napoli (NA)
80026;Napoli (NA)
80027;Napoli (NA)
80028;Napoli (NA)
80029;Napoli (NA)
80030;Napoli (NA)
80031;Napoli (NA)
80032;Napoli (NA)
80033;Napoli (NA)
80034;Napoli (NA)
80035;Napoli (NA)
80036;Napoli (NA)
80038;Napoli (NA)
80039;Napoli (NA)
80040;Napoli (NA)
80041;Napoli (NA)
80042;Napoli (NA)
80044;Napoli (NA)
80045;Napoli (NA)
80046;Napoli (NA)
80047;Napoli (NA)
80048;Napoli (NA)
80049;Napoli (NA)
80050;Napoli (NA)
80051;Napoli (NA)
80053;Napoli (NA)
80054;Napoli (NA)
80055;Napoli (NA)
80056;Napoli (NA)
80057;Napoli (NA)
80058;Napoli (NA)
80059;Napoli (NA)
80061;Napoli (NA)
80062;Napoli (NA)
80063;Napoli (NA)
80065;Napoli (NA)
80067;Napoli (NA)
80069;Napoli (NA)
80070;Napoli (NA)
80071;Napoli (NA)
80073;Napoli (NA)
80074;Napoli (NA)
80075;Napoli (NA)
80076;Napoli (NA)
80077;Napoli (NA)
80078;Napoli (NA)
80079;Napoli (NA)
80121;Napoli (NA)
80122;Napoli (NA)
80123;Napoli (NA)
80124;Napoli (NA)
80125;Napoli (NA)
80126;Napoli (NA)
80127;Napoli (NA)
80128;Napoli (NA)
80129;Napoli (NA)
80130;Napoli (NA)
80131;Napoli (NA)
80132;Napoli (NA)
80133;Napoli (NA)
80134;Napoli (NA)
80135;Napoli (NA)
80136;Napoli (NA)
80137;Napoli (NA)
80138;Napoli (NA)
80139;Napoli (NA)
80140;Napoli (NA)
80141;Napoli (NA)
80142;Napoli (NA)
80143;Napoli (NA)
80144;Napoli (NA)
80145;Napoli (NA)
80146;Napoli (NA)
80147;Napoli (NA)
81010;Caserta (CE)
81011;Caserta (CE)
81012;Caserta (CE)
81013;Caserta (CE)
81014;Caserta (CE)
81016;Caserta (CE)
81017;Caserta (CE)
81020;Caserta (CE)
81021;Caserta (CE)
81022;Caserta (CE)
81023;Caserta (CE)
81024;Caserta (CE)
81025;Caserta (CE)
81027;Caserta (CE)
81028;Caserta (CE)
81030;Caserta (CE)
81031;Caserta (CE)
81032;Caserta (CE)
81033;Caserta (CE)
81034;Caserta (CE)
81035;Caserta (CE)
81036;Caserta (CE)
81037;Caserta (CE)
81038;Caserta (CE)
81039;Caserta (CE)
81040;Caserta (CE)
81041;Caserta (CE)
81042;Caserta (CE)
81043;Caserta (CE)
81044;Caserta (CE)
81046;Caserta (CE)
81047;Caserta (CE)
81049;Caserta (CE)
81050;Caserta (CE)
81051;Caserta (CE)
81052;Caserta (CE)
81053;Caserta (CE)
81054;Caserta (CE)
81055;Caserta (CE)
81056;Caserta (CE)
81057;Caserta (CE)
81058;Caserta (CE)
81059;Caserta (CE)
81100;Caserta (CE)
82010;Benevento (BN)
82011;Benevento (BN)
82013;Benevento (BN)
82015;Benevento (BN)
82016;Benevento (BN)
82017;Benevento (BN)
82018;Benevento (BN)
82019;Benevento (BN)
82020;Benevento (BN)
82021;Benevento (BN)
82022;Benevento (BN)
82023;Benevento (BN)
82024;Benevento (BN)
82025;Benevento (BN)
82026;Benevento (BN)
82027;Benevento (BN)
82028;Benevento (BN)
82029;Benevento (BN)
82030;Benevento (BN)
82031;Benevento (BN)
82032;Benevento (BN)
82033;Benevento (BN)
82034;Benevento (BN)
82036;Benevento (BN)
82037;Benevento (BN)
82038;Benevento (BN)
82100;Benevento (BN)
83010;Avellino (AV)
83011;Avellino (AV)
83012;Avellino (AV)
83013;Avellino (AV)
83014;Avellino (AV)
83015;Avellino (AV)
83016;Avellino (AV)
83017;Avellino (AV)
83018;Avellino (AV)
83020;Avellino (AV)
83021;Avellino (AV)
83022;Avellino (AV)
83023;Avellino (AV)
83024;Avellino (AV)
83025;Avellino (AV)
83026;Avellino (AV)
83027;Avellino (AV)
83028;Avellino (AV)
83029;Avellino (AV)
83030;Avellino (AV)
83031;Avellino (AV)
83032;Avellino (AV)
83034;Avellino (AV)
83035;Avellino (AV)
83036;Avellino (AV)
83037;Avellino (AV)
83038;Avellino (AV)
83039;Avellino (AV)
83040;Avellino (AV)
83041;Avellino (AV)
83042;Avellino (AV)
83043;Avellino (AV)
83044;Avellino (AV)
83045;Avellino (AV)
83046;Avellino (AV)
83047;Avellino (AV)
83048;Avellino (AV)
83049;Avellino (AV)
83050;Avellino (AV)
83051;Avellino (AV)
83052;Avellino (AV)
83053;Avellino (AV)
83054;Avellino (AV)
83055;Avellino (AV)
83056;Avellino (AV)
83057;Avellino (AV)
83058;Avellino (AV)
83059;Avellino (AV)
83100;Avellino (AV)
84010;Salerno (SA)
84011;Salerno (SA)
84012;Salerno (SA)
84013;Salerno (SA)
84014;Salerno (SA)
84015;Salerno (SA)
84016;Salerno (SA)
84017;Salerno (SA)
84018;Salerno (SA)
84019;Salerno (SA)
84020;Salerno (SA)
84021;Salerno (SA)
84022;Salerno (SA)
84024;Salerno (SA)
84025;Salerno (SA)
84026;Salerno (SA)
84027;Salerno (SA)
84028;Salerno (SA)
84029;Salerno (SA)
84030;Salerno (SA)
84031;Salerno (SA)
84032;Salerno (SA)
84033;Salerno (SA)
84034;Salerno (SA)
84035;Salerno (SA)
84036;Salerno (SA)
84037;Salerno (SA)
84038;Salerno (SA)
84039;Salerno (SA)
84040;Salerno (SA)
84042;Salerno (SA)
84043;Salerno (SA)
84044;Salerno (SA)
84045;Salerno (SA)
84046;Salerno (SA)
84047;Salerno (SA)
84048;Salerno (SA)
84049;Salerno (SA)
84050;Salerno (SA)
84051;Salerno (SA)
84052;Salerno (SA)
84053;Salerno (SA)
84055;Salerno (SA)
84056;Salerno (SA)
84057;Salerno (SA)
84060;Salerno (SA)
84061;Salerno (SA)
84062;Salerno (SA)
84065;Salerno (SA)
84066;Salerno (SA)
84068;Salerno (SA)
84069;Salerno (SA)
84070;Salerno (SA)
84073;Salerno (SA)
84074;Salerno (SA)
84075;Salerno (SA)
84076;Salerno (SA)
84077;Salerno (SA)
84078;Salerno (SA)
84079;Salerno (SA)
84080;Salerno (SA)
84081;Salerno (SA)
84082;Salerno (SA)
84083;Salerno (SA)
84084;Salerno (SA)
84085;Salerno (SA)
84086;Salerno (SA)
84087;Salerno (SA)
84088;Salerno (SA)
84090;Salerno (SA)
84091;Salerno (SA)
84092;Salerno (SA)
84095;Salerno (SA)
84096;Salerno (SA)
84098;Salerno (SA)
84099;Salerno (SA)
84121;Salerno (SA)
84122;Salerno (SA)
84123;Salerno (SA)
84124;Salerno (SA)
84125;Salerno (SA)
84126;Salerno (SA)
84127;Salerno (SA)
84128;Salerno (SA)
84129;Salerno (SA)
84130;Salerno (SA)
84131;Salerno (SA)
84132;Salerno (SA)
84133;Salerno (SA)
84134;Salerno (SA)
84135;Salerno (SA)
85010;Potenza (PZ)
85011;Potenza (PZ)
85012;Potenza (PZ)
85013;Potenza (PZ)
85014;Potenza (PZ)
85015;Potenza (PZ)
85016;Potenza (PZ)
85017;Potenza (PZ)
85018;Potenza (PZ)
85020;Potenza (PZ)
85021;Potenza (PZ)
85022;Potenza (PZ)
85023;Potenza (PZ)
85024;Potenza (PZ)
85025;Potenza (PZ)
85026;Potenza (PZ)
85027;Potenza (PZ)
85028;Potenza (PZ)
85029;Potenza (PZ)
85030;Potenza (PZ)
85031;Potenza (PZ)
85032;Potenza (PZ)
85033;Potenza (PZ)
85034;Potenza (PZ)
85035;Potenza (PZ)
85036;Potenza (PZ)
85037;Potenza (PZ)
85038;Potenza (PZ)
85039;Potenza (PZ)
85040;Potenza (PZ)
85042;Potenza (PZ)
85043;Potenza (PZ)
85044;Potenza (PZ)
85046;Potenza (PZ)
85047;Potenza (PZ)
85048;Potenza (PZ)
85049;Potenza (PZ)
85050;Potenza (PZ)
85051;Potenza (PZ)
85052;Potenza (PZ)
85053;Potenza (PZ)
85054;Potenza (PZ)
85055;Potenza (PZ)
85056;Potenza (PZ)
85057;Potenza (PZ)
85058;Potenza (PZ)
85059;Potenza (PZ)
85100;Potenza (PZ)
86010;Campobasso (CB)
86011;Campobasso (CB)
86012;Campobasso (CB)
86013;Campobasso (CB)
86014;Campobasso (CB)
86015;Campobasso (CB)
86016;Campobasso (CB)
86017;Campobasso (CB)
86018;Campobasso (CB)
86019;Campobasso (CB)
86020;Campobasso (CB)
86021;Campobasso (CB)
86022;Campobasso (CB)
86023;Campobasso (CB)
86024;Campobasso (CB)
86025;Campobasso (CB)
86026;Campobasso (CB)
86027;Campobasso (CB)
86028;Campobasso (CB)
86029;Campobasso (CB)
86030;Campobasso (CB)
86031;Campobasso (CB)
86032;Campobasso (CB)
86033;Campobasso (CB)
86034;Campobasso (CB)
86035;Campobasso (CB)
86036;Campobasso (CB)
86037;Campobasso (CB)
86038;Campobasso (CB)
86039;Campobasso (CB)
86040;Campobasso (CB)
86041;Campobasso (CB)
86042;Campobasso (CB)
86043;Campobasso (CB)
86044;Campobasso (CB)
86045;Campobasso (CB)
86046;Campobasso (CB)
86047;Campobasso (CB)
86048;Campobasso (CB)
86049;Campobasso (CB)
86070;Isernia (IS)
86071;Isernia (IS)
86072;Isernia (IS)
86073;Isernia (IS)
86074;Isernia (IS)
86075;Isernia (IS)
86077;Isernia (IS)
86078;Isernia (IS)
86079;Isernia (IS)
86080;Isernia (IS)
86081;Isernia (IS)
86082;Isernia (IS)
86083;Isernia (IS)
86084;Isernia (IS)
86085;Isernia (IS)
86086;Isernia (IS)
86087;Isernia (IS)
86088;Isernia (IS)
86089;Isernia (IS)
86090;Isernia (IS)
86091;Isernia (IS)
86092;Isernia (IS)
86093;Isernia (IS)
86094;Isernia (IS)
86095;Isernia (IS)
86096;Isernia (IS)
86097;Isernia (IS)
86100;Campobasso (CB)
86170;Isernia (IS)
87010;Cosenza (CS)
87011;Cosenza (CS)
87012;Cosenza (CS)
87013;Cosenza (CS)
87014;Cosenza (CS)
87015;Cosenza (CS)
87016;Cosenza (CS)
87017;Cosenza (CS)
87018;Cosenza (CS)
87019;Cosenza (CS)
87020;Cosenza (CS)
87021;Cosenza (CS)
87022;Cosenza (CS)
87023;Cosenza (CS)
87024;Cosenza (CS)
87026;Cosenza (CS)
87027;Cosenza (CS)
87028;Cosenza (CS)
87029;Cosenza (CS)
87030;Cosenza (CS)
87031;Cosenza (CS)
87032;Cosenza (CS)
87033;Cosenza (CS)
87034;Cosenza (CS)
87035;Cosenza (CS)
87036;Cosenza (CS)
87037;Cosenza (CS)
87038;Cosenza (CS)
87040;Cosenza (CS)
87041;Cosenza (CS)
87042;Cosenza (CS)
87043;Cosenza (CS)
87044;Cosenza (CS)
87045;Cosenza (CS)
87046;Cosenza (CS)
87047;Cosenza (CS)
87048;Cosenza (CS)
87050;Cosenza (CS)
87051;Cosenza (CS)
87053;Cosenza (CS)
87054;Cosenza (CS)
87055;Cosenza (CS)
87056;Cosenza (CS)
87057;Cosenza (CS)
87058;Cosenza (CS)
87060;Cosenza (CS)
87061;Cosenza (CS)
87062;Cosenza (CS)
87064;Cosenza (CS)
87066;Cosenza (CS)
87067;Cosenza (CS)
87069;Cosenza (CS)
87070;Cosenza (CS)
87071;Cosenza (CS)
87072;Cosenza (CS)
87073;Cosenza (CS)
87074;Cosenza (CS)
87075;Cosenza (CS)
87076;Cosenza (CS)
87100;Cosenza (CS)
88020;Catanzaro (CZ)
88021;Catanzaro (CZ)
88022;Catanzaro (CZ)
88024;Catanzaro (CZ)
88025;Catanzaro (CZ)
88040;Catanzaro (CZ)
88041;Catanzaro (CZ)
88042;Catanzaro (CZ)
88044;Catanzaro (CZ)
88045;Catanzaro (CZ)
88046;Catanzaro (CZ)
88047;Catanzaro (CZ)
88049;Catanzaro (CZ)
88050;Catanzaro (CZ)
88051;Catanzaro (CZ)
88054;Catanzaro (CZ)
88055;Catanzaro (CZ)
88056;Catanzaro (CZ)
88060;Catanzaro (CZ)
88062;Catanzaro (CZ)
88064;Catanzaro (CZ)
88065;Catanzaro (CZ)
88067;Catanzaro (CZ)
88068;Catanzaro (CZ)
88069;Catanzaro (CZ)
88070;Catanzaro (CZ)
88100;Catanzaro (CZ)
88811;Crotone (KR)
88812;Crotone (KR)
88813;Crotone (KR)
88814;Crotone (KR)
88816;Crotone (KR)
88817;Crotone (KR)
88818;Crotone (KR)
88819;Crotone (KR)
88821;Crotone (KR)
88822;Crotone (KR)
88823;Crotone (KR)
88824;Crotone (KR)
88825;Crotone (KR)
88831;Crotone (KR)
88832;Crotone (KR)
88833;Crotone (KR)
88834;Crotone (KR)
88835;Crotone (KR)
88836;Crotone (KR)
88837;Crotone (KR)
88838;Crotone (KR)
88841;Crotone (KR)
88842;Crotone (KR)
88900;Crotone (KR)
89010;Reggio Calabria (RC)
89011;Reggio Calabria (RC)
89012;Reggio Calabria (RC)
89013;Reggio Calabria (RC)
89014;Reggio Calabria (RC)
89015;Reggio Calabria (RC)
89016;Reggio Calabria (RC)
89017;Reggio Calabria (RC)
89018;Reggio Calabria (RC)
89020;Reggio Calabria (RC)
89021;Reggio Calabria (RC)
89022;Reggio Calabria (RC)
89023;Reggio Calabria (RC)
89024;Reggio Calabria (RC)
89025;Reggio Calabria (RC)
89026;Reggio Calabria (RC)
89027;Reggio Calabria (RC)
89028;Reggio Calabria (RC)
89029;Reggio Calabria (RC)
89030;Reggio Calabria (RC)
89031;Reggio Calabria (RC)
89032;Reggio Calabria (RC)
89033;Reggio Calabria (RC)
89034;Reggio Calabria (RC)
89035;Reggio Calabria (RC)
89036;Reggio Calabria (RC)
89038;Reggio Calabria (RC)
89039;Reggio Calabria (RC)
89040;Reggio Calabria (RC)
89041;Reggio Calabria (RC)
89042;Reggio Calabria (RC)
89043;Reggio Calabria (RC)
89044;Reggio Calabria (RC)
89045;Reggio Calabria (RC)
89046;Reggio Calabria (RC)
89047;Reggio Calabria (RC)
89048;Reggio Calabria (RC)
89049;Reggio Calabria (RC)
89050;Reggio Calabria (RC)
89052;Reggio Calabria (RC)
89054;Reggio Calabria (RC)
89056;Reggio Calabria (RC)
89057;Reggio Calabria (RC)
89058;Reggio Calabria (RC)
89060;Reggio Calabria (RC)
89063;Reggio Calabria (RC)
89064;Reggio Calabria (RC)
89065;Reggio Calabria (RC)
89069;Reggio Calabria (RC)
89121;Reggio Calabria (RC)
89122;Reggio Calabria (RC)
89123;Reggio Calabria (RC)
89124;Reggio Calabria (RC)
89125;Reggio Calabria (RC)
89126;Reggio Calabria (RC)
89127;Reggio Calabria (RC)
89128;Reggio Calabria (RC)
89129;Reggio Calabria (RC)
89130;Reggio Calabria (RC)
89131;Reggio Calabria (RC)
89132;Reggio Calabria (RC)
89133;Reggio Calabria (RC)
89134;Reggio Calabria (RC)
89135;Reggio Calabria (RC)
89812;Vibo Valentia (VV)
89813;Vibo Valentia (VV)
89814;Vibo Valentia (VV)
89815;Vibo Valentia (VV)
89816;Vibo Valentia (VV)
89817;Vibo Valentia (VV)
89818;Vibo Valentia (VV)
89819;Vibo Valentia (VV)
89821;Vibo Valentia (VV)
89822;Vibo Valentia (VV)
89823;Vibo Valentia (VV)
89824;Vibo Valentia (VV)
89831;Vibo Valentia (VV)
89832;Vibo Valentia (VV)
89833;Vibo Valentia (VV)
89834;Vibo Valentia (VV)
89841;Vibo Valentia (VV)
89842;Vibo Valentia (VV)
89843;Vibo Valentia (VV)
89844;Vibo Valentia (VV)
89851;Vibo Valentia (VV)
89852;Vibo Valentia (VV)
89853;Vibo Valentia (VV)
89861;Vibo Valentia (VV)
89862;Vibo Valentia (VV)
89863;Vibo Valentia (VV)
89864;Vibo Valentia (VV)
89866;Vibo Valentia (VV)
89867;Vibo Valentia (VV)
89868;Vibo Valentia (VV)
89900;Vibo Valentia (VV)
90010;Palermo (PA)
90010;Palermo (PA)
90011;Palermo (PA)
90012;Palermo (PA)
90013;Palermo (PA)
90014;Palermo (PA)
90015;Palermo (PA)
90016;Palermo (PA)
90017;Palermo (PA)
90018;Palermo (PA)
90019;Palermo (PA)
90020;Palermo (PA)
90020;Palermo (PA)
90021;Palermo (PA)
90022;Palermo (PA)
90023;Palermo (PA)
90024;Palermo (PA)
90025;Palermo (PA)
90026;Palermo (PA)
90027;Palermo (PA)
90028;Palermo (PA)
90029;Palermo (PA)
90030;Palermo (PA)
90030;Palermo (PA)
90031;Palermo (PA)
90032;Palermo (PA)
90033;Palermo (PA)
90034;Palermo (PA)
90035;Palermo (PA)
90036;Palermo (PA)
90037;Palermo (PA)
90038;Palermo (PA)
90039;Palermo (PA)
90040;Palermo (PA)
90040;Palermo (PA)
90041;Palermo (PA)
90042;Palermo (PA)
90043;Palermo (PA)
90044;Palermo (PA)
90045;Palermo (PA)
90046;Palermo (PA)
90047;Palermo (PA)
90048;Palermo (PA)
90049;Palermo (PA)
90121;Palermo (PA)
90122;Palermo (PA)
90123;Palermo (PA)
90124;Palermo (PA)
90125;Palermo (PA)
90126;Palermo (PA)
90127;Palermo (PA)
90128;Palermo (PA)
90129;Palermo (PA)
90130;Palermo (PA)
90131;Palermo (PA)
90132;Palermo (PA)
90133;Palermo (PA)
90134;Palermo (PA)
90135;Palermo (PA)
90136;Palermo (PA)
90137;Palermo (PA)
90138;Palermo (PA)
90139;Palermo (PA)
90140;Palermo (PA)
90141;Palermo (PA)
90142;Palermo (PA)
90143;Palermo (PA)
90144;Palermo (PA)
90145;Palermo (PA)
90146;Palermo (PA)
90147;Palermo (PA)
90148;Palermo (PA)
90149;Palermo (PA)
90150;Palermo (PA)
90151;Palermo (PA)
91010;Trapani (TP)
91011;Trapani (TP)
91012;Trapani (TP)
91013;Trapani (TP)
91014;Trapani (TP)
91015;Trapani (TP)
91016;Trapani (TP)
91017;Trapani (TP)
91018;Trapani (TP)
91019;Trapani (TP)
91020;Trapani (TP)
91021;Trapani (TP)
91022;Trapani (TP)
91023;Trapani (TP)
91024;Trapani (TP)
91025;Trapani (TP)
91026;Trapani (TP)
91027;Trapani (TP)
91028;Trapani (TP)
91029;Trapani (TP)
91100;Trapani (TP)
92010;Agrigento (AG)
92011;Agrigento (AG)
92012;Agrigento (AG)
92013;Agrigento (AG)
92014;Agrigento (AG)
92015;Agrigento (AG)
92016;Agrigento (AG)
92017;Agrigento (AG)
92018;Agrigento (AG)
92019;Agrigento (AG)
92020;Agrigento (AG)
92021;Agrigento (AG)
92022;Agrigento (AG)
92023;Agrigento (AG)
92024;Agrigento (AG)
92025;Agrigento (AG)
92026;Agrigento (AG)
92027;Agrigento (AG)
92028;Agrigento (AG)
92029;Agrigento (AG)
92100;Agrigento (AG)
93010;Caltanissetta (CL)
93010;Caltanissetta (CL)
93011;Caltanissetta (CL)
93012;Caltanissetta (CL)
93013;Caltanissetta (CL)
93014;Caltanissetta (CL)
93015;Caltanissetta (CL)
93016;Caltanissetta (CL)
93017;Caltanissetta (CL)
93018;Caltanissetta (CL)
93019;Caltanissetta (CL)
93100;Caltanissetta (CL)
94010;Enna (EN)
94011;Enna (EN)
94012;Enna (EN)
94013;Enna (EN)
94014;Enna (EN)
94015;Enna (EN)
94016;Enna (EN)
94017;Enna (EN)
94018;Enna (EN)
94019;Enna (EN)
94100;Enna (EN)
95010;Catania (CT)
95011;Catania (CT)
95012;Catania (CT)
95013;Catania (CT)
95014;Catania (CT)
95015;Catania (CT)
95016;Catania (CT)
95017;Catania (CT)
95018;Catania (CT)
95019;Catania (CT)
95020;Catania (CT)
95021;Catania (CT)
95022;Catania (CT)
95024;Catania (CT)
95025;Catania (CT)
95027;Catania (CT)
95028;Catania (CT)
95029;Catania (CT)
95030;Catania (CT)
95030;Catania (CT)
95031;Catania (CT)
95032;Catania (CT)
95033;Catania (CT)
95034;Catania (CT)
95035;Catania (CT)
95036;Catania (CT)
95037;Catania (CT)
95038;Catania (CT)
95039;Catania (CT)
95040;Catania (CT)
95041;Catania (CT)
95042;Catania (CT)
95043;Catania (CT)
95044;Catania (CT)
95045;Catania (CT)
95046;Catania (CT)
95047;Catania (CT)
95048;Catania (CT)
95049;Catania (CT)
96010;Siracusa (SR)
96011;Siracusa (SR)
96012;Siracusa (SR)
96013;Siracusa (SR)
96014;Siracusa (SR)
96015;Siracusa (SR)
96016;Siracusa (SR)
96017;Siracusa (SR)
96018;Siracusa (SR)
96019;Siracusa (SR)
96100;Siracusa (SR)
97010;Ragusa (RG)
97011;Ragusa (RG)
97012;Ragusa (RG)
97013;Ragusa (RG)
97014;Ragusa (RG)
97015;Ragusa (RG)
97016;Ragusa (RG)
97017;Ragusa (RG)
97018;Ragusa (RG)
97019;Ragusa (RG)
97100;Ragusa (RG)
98020;Messina (ME)
98020;Messina (ME)
98021;Messina (ME)
98022;Messina (ME)
98023;Messina (ME)
98025;Messina (ME)
98026;Messina (ME)
98027;Messina (ME)
98028;Messina (ME)
98029;Messina (ME)
98030;Messina (ME)
98031;Messina (ME)
98032;Messina (ME)
98033;Messina (ME)
98034;Messina (ME)
98035;Messina (ME)
98036;Messina (ME)
98037;Messina (ME)
98038;Messina (ME)
98039;Messina (ME)
98040;Messina (ME)
98041;Messina (ME)
98042;Messina (ME)
98043;Messina (ME)
98044;Messina (ME)
98045;Messina (ME)
98046;Messina (ME)
98047;Messina (ME)
98048;Messina (ME)
98049;Messina (ME)
98050;Messina (ME)
98051;Messina (ME)
98053;Messina (ME)
98054;Messina (ME)
98055;Messina (ME)
98056;Messina (ME)
98057;Messina (ME)
98058;Messina (ME)
98059;Messina (ME)
98060;Messina (ME)
98061;Messina (ME)
98062;Messina (ME)
98063;Messina (ME)
98064;Messina (ME)
98065;Messina (ME)
98066;Messina (ME)
98067;Messina (ME)
98068;Messina (ME)
98069;Messina (ME)
98070;Messina (ME)
98071;Messina (ME)
98072;Messina (ME)
98073;Messina (ME)
98074;Messina (ME)
98075;Messina (ME)
98076;Messina (ME)
98077;Messina (ME)
